REF_DATE,GEO,DGUID,Statistic,Age of reference person,"Household expenditures, summary-level categories",UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2016,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Transportation,Dollars,81,units,0,v54531190,1.1.5.23,12713,,,,0
2017,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Transportation,Dollars,81,units,0,v54531190,1.1.5.23,13779,,,,0
2019,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Transportation,Dollars,81,units,0,v54531190,1.1.5.23,13751,,,,0
2010,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Health care,Dollars,81,units,0,v54531193,1.1.5.26,2573,,,,0
2011,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Health care,Dollars,81,units,0,v54531193,1.1.5.26,2567,,,,0
2012,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Health care,Dollars,81,units,0,v54531193,1.1.5.26,2761,,,,0
2013,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Health care,Dollars,81,units,0,v54531193,1.1.5.26,2500,,,,0
2014,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Health care,Dollars,81,units,0,v54531193,1.1.5.26,2584,,,,0
2015,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Health care,Dollars,81,units,0,v54531193,1.1.5.26,2752,,,,0
2016,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Health care,Dollars,81,units,0,v54531193,1.1.5.26,3043,,,,0
2017,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Health care,Dollars,81,units,0,v54531193,1.1.5.26,2764,,,,0
2019,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Health care,Dollars,81,units,0,v54531193,1.1.5.26,3064,,,,0
2010,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Personal care,Dollars,81,units,0,v54531196,1.1.5.29,904,,,,0
2011,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Personal care,Dollars,81,units,0,v54531196,1.1.5.29,945,,,,0
2012,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Personal care,Dollars,81,units,0,v54531196,1.1.5.29,1304,,,,0
2013,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Personal care,Dollars,81,units,0,v54531196,1.1.5.29,1274,,,,0
2014,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Personal care,Dollars,81,units,0,v54531196,1.1.5.29,1215,,,,0
2015,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Personal care,Dollars,81,units,0,v54531196,1.1.5.29,1391,,,,0
2016,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Personal care,Dollars,81,units,0,v54531196,1.1.5.29,1339,,,,0
2017,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Personal care,Dollars,81,units,0,v54531196,1.1.5.29,1070,,,,0
2019,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Personal care,Dollars,81,units,0,v54531196,1.1.5.29,1438,,,,0
2010,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Recreation,Dollars,81,units,0,v54531197,1.1.5.30,3670,,,,0
2011,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Recreation,Dollars,81,units,0,v54531197,1.1.5.30,3839,,,,0
2012,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Recreation,Dollars,81,units,0,v54531197,1.1.5.30,4344,,,,0
2013,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Recreation,Dollars,81,units,0,v54531197,1.1.5.30,4241,,,,0
2014,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Recreation,Dollars,81,units,0,v54531197,1.1.5.30,3956,,,,0
2015,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Recreation,Dollars,81,units,0,v54531197,1.1.5.30,4351,,,,0
2016,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Recreation,Dollars,81,units,0,v54531197,1.1.5.30,4164,,,,0
2017,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Recreation,Dollars,81,units,0,v54531197,1.1.5.30,4230,,,,0
2019,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Recreation,Dollars,81,units,0,v54531197,1.1.5.30,5201,,,,0
2010,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Education,Dollars,81,units,0,v54531202,1.1.5.35,946,,,,0
2011,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Education,Dollars,81,units,0,v54531202,1.1.5.35,896,,,,0
2012,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Education,Dollars,81,units,0,v54531202,1.1.5.35,854,,,,0
2013,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Education,Dollars,81,units,0,v54531202,1.1.5.35,1305,,,,0
2014,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Education,Dollars,81,units,0,v54531202,1.1.5.35,1556,,,,0
2015,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Education,Dollars,81,units,0,v54531202,1.1.5.35,1229,,,,0
2016,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Education,Dollars,81,units,0,v54531202,1.1.5.35,1488,,,,0
2017,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Education,Dollars,81,units,0,v54531202,1.1.5.35,1242,,,,0
2019,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Education,Dollars,81,units,0,v54531202,1.1.5.35,1476,,,,0
2010,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Reading materials and other printed matter,Dollars,81,units,0,v54531203,1.1.5.36,266,,,,0
2011,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Reading materials and other printed matter,Dollars,81,units,0,v54531203,1.1.5.36,265,,,,0
2012,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Reading materials and other printed matter,Dollars,81,units,0,v54531203,1.1.5.36,256,,,,0
2013,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Reading materials and other printed matter,Dollars,81,units,0,v54531203,1.1.5.36,205,,,,0
2014,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Reading materials and other printed matter,Dollars,81,units,0,v54531203,1.1.5.36,151,,,,0
2015,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Reading materials and other printed matter,Dollars,81,units,0,v54531203,1.1.5.36,185,,,,0
2016,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Reading materials and other printed matter,Dollars,81,units,0,v54531203,1.1.5.36,169,,,,0
2017,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Reading materials and other printed matter,Dollars,81,units,0,v54531203,1.1.5.36,168,,,,0
2019,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Reading materials and other printed matter,Dollars,81,units,0,v54531203,1.1.5.36,140,,,,0
2019,Canada,2016A000011124,Average expenditure per household,55 to 64 years,"Tobacco products, alcoholic beverages and cannabis for non-medical use",Dollars,81,units,0,v1234868289,1.1.5.359,1970,,,,0
2010,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Tobacco products and alcoholic beverages,Dollars,81,units,0,v54531204,1.1.5.37,1413,,,t,0
2011,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Tobacco products and alcoholic beverages,Dollars,81,units,0,v54531204,1.1.5.37,1527,,,t,0
2012,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Tobacco products and alcoholic beverages,Dollars,81,units,0,v54531204,1.1.5.37,1528,,,t,0
2013,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Tobacco products and alcoholic beverages,Dollars,81,units,0,v54531204,1.1.5.37,1655,,,t,0
2014,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Tobacco products and alcoholic beverages,Dollars,81,units,0,v54531204,1.1.5.37,1227,,,t,0
2015,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Tobacco products and alcoholic beverages,Dollars,81,units,0,v54531204,1.1.5.37,1784,,,t,0
2016,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Tobacco products and alcoholic beverages,Dollars,81,units,0,v54531204,1.1.5.37,1733,,,t,0
2017,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Tobacco products and alcoholic beverages,Dollars,81,units,0,v54531204,1.1.5.37,1464,,,t,0
2010,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Games of chance,Dollars,81,units,0,v54531205,1.1.5.38,183,,,,0
2011,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Games of chance,Dollars,81,units,0,v54531205,1.1.5.38,249,,,,0
2012,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Games of chance,Dollars,81,units,0,v54531205,1.1.5.38,227,,,,0
2013,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Games of chance,Dollars,81,units,0,v54531205,1.1.5.38,263,,,,0
2014,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Games of chance,Dollars,81,units,0,v54531205,1.1.5.38,187,,,,0
2015,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Games of chance,Dollars,81,units,0,v54531205,1.1.5.38,247,,,,0
2016,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Games of chance,Dollars,81,units,0,v54531205,1.1.5.38,250,,,,0
2017,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Games of chance,Dollars,81,units,0,v54531205,1.1.5.38,247,,,,0
2019,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Games of chance,Dollars,81,units,0,v54531205,1.1.5.38,286,,,,0
2010,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Miscellaneous expenditures,Dollars,81,units,0,v54531206,1.1.5.39,1341,,,,0
2011,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Miscellaneous expenditures,Dollars,81,units,0,v54531206,1.1.5.39,1929,,,,0
2012,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Miscellaneous expenditures,Dollars,81,units,0,v54531206,1.1.5.39,1516,,,,0
2013,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Miscellaneous expenditures,Dollars,81,units,0,v54531206,1.1.5.39,1747,,,,0
2014,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Miscellaneous expenditures,Dollars,81,units,0,v54531206,1.1.5.39,1820,,,,0
2015,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Miscellaneous expenditures,Dollars,81,units,0,v54531206,1.1.5.39,2045,,,,0
2016,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Miscellaneous expenditures,Dollars,81,units,0,v54531206,1.1.5.39,2083,,,,0
2017,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Miscellaneous expenditures,Dollars,81,units,0,v54531206,1.1.5.39,2142,,,,0
2019,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Miscellaneous expenditures,Dollars,81,units,0,v54531206,1.1.5.39,2240,,,,0
2010,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Income taxes,Dollars,81,units,0,v54531207,1.1.5.40,14920,,,,0
2011,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Income taxes,Dollars,81,units,0,v54531207,1.1.5.40,14638,,,,0
2012,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Income taxes,Dollars,81,units,0,v54531207,1.1.5.40,16280,,,,0
2013,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Income taxes,Dollars,81,units,0,v54531207,1.1.5.40,16652,,,,0
2014,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Income taxes,Dollars,81,units,0,v54531207,1.1.5.40,18220,,,,0
2015,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Income taxes,Dollars,81,units,0,v54531207,1.1.5.40,18393,,,,0
2016,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Income taxes,Dollars,81,units,0,v54531207,1.1.5.40,18871,,,,0
2017,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Income taxes,Dollars,81,units,0,v54531207,1.1.5.40,18947,,,,0
2019,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Income taxes,Dollars,81,units,0,v54531207,1.1.5.40,19617,,,,0
2010,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Personal insurance payments and pension contributions,Dollars,81,units,0,v54531208,1.1.5.41,4315,,,,0
2011,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Personal insurance payments and pension contributions,Dollars,81,units,0,v54531208,1.1.5.41,4523,,,,0
2012,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Personal insurance payments and pension contributions,Dollars,81,units,0,v54531208,1.1.5.41,4624,,,,0
2013,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Personal insurance payments and pension contributions,Dollars,81,units,0,v54531208,1.1.5.41,5041,,,,0
2014,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Personal insurance payments and pension contributions,Dollars,81,units,0,v54531208,1.1.5.41,5613,,,,0
2015,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Personal insurance payments and pension contributions,Dollars,81,units,0,v54531208,1.1.5.41,5698,,,,0
2016,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Personal insurance payments and pension contributions,Dollars,81,units,0,v54531208,1.1.5.41,5794,,,,0
2017,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Personal insurance payments and pension contributions,Dollars,81,units,0,v54531208,1.1.5.41,5792,,,,0
2019,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Personal insurance payments and pension contributions,Dollars,81,units,0,v54531208,1.1.5.41,5916,,,,0
2010,Canada,2016A000011124,Average expenditure per household,55 to 64 years,"Gifts of money, support payments and charitable contributions",Dollars,81,units,0,v54531209,1.1.5.42,1975,,,,0
2011,Canada,2016A000011124,Average expenditure per household,55 to 64 years,"Gifts of money, support payments and charitable contributions",Dollars,81,units,0,v54531209,1.1.5.42,1714,,,,0
2012,Canada,2016A000011124,Average expenditure per household,55 to 64 years,"Gifts of money, support payments and charitable contributions",Dollars,81,units,0,v54531209,1.1.5.42,2183,,,,0
2013,Canada,2016A000011124,Average expenditure per household,55 to 64 years,"Gifts of money, support payments and charitable contributions",Dollars,81,units,0,v54531209,1.1.5.42,2183,,,,0
2014,Canada,2016A000011124,Average expenditure per household,55 to 64 years,"Gifts of money, support payments and charitable contributions",Dollars,81,units,0,v54531209,1.1.5.42,2465,,,,0
2015,Canada,2016A000011124,Average expenditure per household,55 to 64 years,"Gifts of money, support payments and charitable contributions",Dollars,81,units,0,v54531209,1.1.5.42,2188,,,,0
2016,Canada,2016A000011124,Average expenditure per household,55 to 64 years,"Gifts of money, support payments and charitable contributions",Dollars,81,units,0,v54531209,1.1.5.42,2138,,,,0
2017,Canada,2016A000011124,Average expenditure per household,55 to 64 years,"Gifts of money, support payments and charitable contributions",Dollars,81,units,0,v54531209,1.1.5.42,2667,,,,0
2019,Canada,2016A000011124,Average expenditure per household,55 to 64 years,"Gifts of money, support payments and charitable contributions",Dollars,81,units,0,v54531209,1.1.5.42,2474,,,,0
2010,Canada,2016A000011124,Average expenditure per household,65 years and over,Total expenditure,Dollars,81,units,0,v54531210,1.1.6.1,48208,,,,0
2011,Canada,2016A000011124,Average expenditure per household,65 years and over,Total expenditure,Dollars,81,units,0,v54531210,1.1.6.1,47660,,,,0
2012,Canada,2016A000011124,Average expenditure per household,65 years and over,Total expenditure,Dollars,81,units,0,v54531210,1.1.6.1,49736,,,,0
2013,Canada,2016A000011124,Average expenditure per household,65 years and over,Total expenditure,Dollars,81,units,0,v54531210,1.1.6.1,53440,,,,0
2014,Canada,2016A000011124,Average expenditure per household,65 years and over,Total expenditure,Dollars,81,units,0,v54531210,1.1.6.1,51548,,,,0
2015,Canada,2016A000011124,Average expenditure per household,65 years and over,Total expenditure,Dollars,81,units,0,v54531210,1.1.6.1,55090,,,,0
2016,Canada,2016A000011124,Average expenditure per household,65 years and over,Total expenditure,Dollars,81,units,0,v54531210,1.1.6.1,58121,,,,0
2017,Canada,2016A000011124,Average expenditure per household,65 years and over,Total expenditure,Dollars,81,units,0,v54531210,1.1.6.1,60005,,,,0
2019,Canada,2016A000011124,Average expenditure per household,65 years and over,Total expenditure,Dollars,81,units,0,v54531210,1.1.6.1,64461,,,,0
2010,Canada,2016A000011124,Average expenditure per household,65 years and over,Food expenditures,Dollars,81,units,0,v54531212,1.1.6.3,5978,,,,0
2011,Canada,2016A000011124,Average expenditure per household,65 years and over,Food expenditures,Dollars,81,units,0,v54531212,1.1.6.3,6171,,,,0
2012,Canada,2016A000011124,Average expenditure per household,65 years and over,Food expenditures,Dollars,81,units,0,v54531212,1.1.6.3,5850,,,,0
2013,Canada,2016A000011124,Average expenditure per household,65 years and over,Food expenditures,Dollars,81,units,0,v54531212,1.1.6.3,5902,,,,0
2014,Canada,2016A000011124,Average expenditure per household,65 years and over,Food expenditures,Dollars,81,units,0,v54531212,1.1.6.3,6409,,,,0
2015,Canada,2016A000011124,Average expenditure per household,65 years and over,Food expenditures,Dollars,81,units,0,v54531212,1.1.6.3,6514,,,,0
2016,Canada,2016A000011124,Average expenditure per household,65 years and over,Food expenditures,Dollars,81,units,0,v54531212,1.1.6.3,6697,,,,0
2017,Canada,2016A000011124,Average expenditure per household,65 years and over,Food expenditures,Dollars,81,units,0,v54531212,1.1.6.3,6853,,,,0
2019,Canada,2016A000011124,Average expenditure per household,65 years and over,Food expenditures,Dollars,81,units,0,v54531212,1.1.6.3,8099,,,,0
2010,Canada,2016A000011124,Average expenditure per household,65 years and over,Shelter,Dollars,81,units,0,v54531215,1.1.6.6,10095,,,,0
2011,Canada,2016A000011124,Average expenditure per household,65 years and over,Shelter,Dollars,81,units,0,v54531215,1.1.6.6,10135,,,,0
2012,Canada,2016A000011124,Average expenditure per household,65 years and over,Shelter,Dollars,81,units,0,v54531215,1.1.6.6,11064,,,,0
2013,Canada,2016A000011124,Average expenditure per household,65 years and over,Shelter,Dollars,81,units,0,v54531215,1.1.6.6,11470,,,,0
2014,Canada,2016A000011124,Average expenditure per household,65 years and over,Shelter,Dollars,81,units,0,v54531215,1.1.6.6,11127,,,,0
2015,Canada,2016A000011124,Average expenditure per household,65 years and over,Shelter,Dollars,81,units,0,v54531215,1.1.6.6,12136,,,,0
2016,Canada,2016A000011124,Average expenditure per household,65 years and over,Shelter,Dollars,81,units,0,v54531215,1.1.6.6,12658,,,,0
2017,Canada,2016A000011124,Average expenditure per household,65 years and over,Shelter,Dollars,81,units,0,v54531215,1.1.6.6,13250,,,,0
2019,Canada,2016A000011124,Average expenditure per household,65 years and over,Shelter,Dollars,81,units,0,v54531215,1.1.6.6,13975,,,,0
2010,Canada,2016A000011124,Average expenditure per household,65 years and over,Household operations,Dollars,81,units,0,v54531221,1.1.6.12,2658,,,,0
2011,Canada,2016A000011124,Average expenditure per household,65 years and over,Household operations,Dollars,81,units,0,v54531221,1.1.6.12,2941,,,,0
2012,Canada,2016A000011124,Average expenditure per household,65 years and over,Household operations,Dollars,81,units,0,v54531221,1.1.6.12,2852,,,,0
2013,Canada,2016A000011124,Average expenditure per household,65 years and over,Household operations,Dollars,81,units,0,v54531221,1.1.6.12,3099,,,,0
2014,Canada,2016A000011124,Average expenditure per household,65 years and over,Household operations,Dollars,81,units,0,v54531221,1.1.6.12,3135,,,,0
2015,Canada,2016A000011124,Average expenditure per household,65 years and over,Household operations,Dollars,81,units,0,v54531221,1.1.6.12,3201,,,,0
2016,Canada,2016A000011124,Average expenditure per household,65 years and over,Household operations,Dollars,81,units,0,v54531221,1.1.6.12,3267,,,,0
2017,Canada,2016A000011124,Average expenditure per household,65 years and over,Household operations,Dollars,81,units,0,v54531221,1.1.6.12,3489,,,,0
2019,Canada,2016A000011124,Average expenditure per household,65 years and over,Household operations,Dollars,81,units,0,v54531221,1.1.6.12,3784,,,,0
2010,Canada,2016A000011124,Average expenditure per household,65 years and over,Household furnishings and equipment,Dollars,81,units,0,v54531223,1.1.6.14,1334,,,,0
2011,Canada,2016A000011124,Average expenditure per household,65 years and over,Household furnishings and equipment,Dollars,81,units,0,v54531223,1.1.6.14,1169,,,,0
2012,Canada,2016A000011124,Average expenditure per household,65 years and over,Household furnishings and equipment,Dollars,81,units,0,v54531223,1.1.6.14,1394,,,,0
2013,Canada,2016A000011124,Average expenditure per household,65 years and over,Household furnishings and equipment,Dollars,81,units,0,v54531223,1.1.6.14,1427,,,,0
2014,Canada,2016A000011124,Average expenditure per household,65 years and over,Household furnishings and equipment,Dollars,81,units,0,v54531223,1.1.6.14,1243,,,,0
2015,Canada,2016A000011124,Average expenditure per household,65 years and over,Household furnishings and equipment,Dollars,81,units,0,v54531223,1.1.6.14,1408,,,,0
2016,Canada,2016A000011124,Average expenditure per household,65 years and over,Household furnishings and equipment,Dollars,81,units,0,v54531223,1.1.6.14,1545,,,,0
2017,Canada,2016A000011124,Average expenditure per household,65 years and over,Household furnishings and equipment,Dollars,81,units,0,v54531223,1.1.6.14,1575,,,,0
2019,Canada,2016A000011124,Average expenditure per household,65 years and over,Household furnishings and equipment,Dollars,81,units,0,v54531223,1.1.6.14,1711,,,,0
2010,Canada,2016A000011124,Average expenditure per household,65 years and over,Household appliances,Dollars,81,units,0,v54531226,1.1.6.17,353,,,,0
2011,Canada,2016A000011124,Average expenditure per household,65 years and over,Household appliances,Dollars,81,units,0,v54531226,1.1.6.17,305,,,,0
2012,Canada,2016A000011124,Average expenditure per household,65 years and over,Household appliances,Dollars,81,units,0,v54531226,1.1.6.17,299,,,,0
2013,Canada,2016A000011124,Average expenditure per household,65 years and over,Household appliances,Dollars,81,units,0,v54531226,1.1.6.17,379,,,,0
2014,Canada,2016A000011124,Average expenditure per household,65 years and over,Household appliances,Dollars,81,units,0,v54531226,1.1.6.17,346,,,,0
2015,Canada,2016A000011124,Average expenditure per household,65 years and over,Household appliances,Dollars,81,units,0,v54531226,1.1.6.17,336,,,,0
2016,Canada,2016A000011124,Average expenditure per household,65 years and over,Household appliances,Dollars,81,units,0,v54531226,1.1.6.17,368,,,,0
2017,Canada,2016A000011124,Average expenditure per household,65 years and over,Household appliances,Dollars,81,units,0,v54531226,1.1.6.17,387,,,,0
2019,Canada,2016A000011124,Average expenditure per household,65 years and over,Household appliances,Dollars,81,units,0,v54531226,1.1.6.17,370,,,,0
2010,Canada,2016A000011124,Average expenditure per household,65 years and over,Clothing and accessories,Dollars,81,units,0,v54531227,1.1.6.18,1866,,,,0
2011,Canada,2016A000011124,Average expenditure per household,65 years and over,Clothing and accessories,Dollars,81,units,0,v54531227,1.1.6.18,1806,,,,0
2012,Canada,2016A000011124,Average expenditure per household,65 years and over,Clothing and accessories,Dollars,81,units,0,v54531227,1.1.6.18,1849,,,,0
2013,Canada,2016A000011124,Average expenditure per household,65 years and over,Clothing and accessories,Dollars,81,units,0,v54531227,1.1.6.18,2043,,,,0
2014,Canada,2016A000011124,Average expenditure per household,65 years and over,Clothing and accessories,Dollars,81,units,0,v54531227,1.1.6.18,1877,,,,0
2015,Canada,2016A000011124,Average expenditure per household,65 years and over,Clothing and accessories,Dollars,81,units,0,v54531227,1.1.6.18,1748,,,,0
2016,Canada,2016A000011124,Average expenditure per household,65 years and over,Clothing and accessories,Dollars,81,units,0,v54531227,1.1.6.18,1831,,,,0
2017,Canada,2016A000011124,Average expenditure per household,65 years and over,Clothing and accessories,Dollars,81,units,0,v54531227,1.1.6.18,1852,,,,0
2019,Canada,2016A000011124,Average expenditure per household,65 years and over,Clothing and accessories,Dollars,81,units,0,v54531227,1.1.6.18,1891,,,,0
2010,Canada,2016A000011124,Average expenditure per household,65 years and over,Transportation,Dollars,81,units,0,v54531232,1.1.6.23,8099,,,,0
2011,Canada,2016A000011124,Average expenditure per household,65 years and over,Transportation,Dollars,81,units,0,v54531232,1.1.6.23,6716,,,,0
2012,Canada,2016A000011124,Average expenditure per household,65 years and over,Transportation,Dollars,81,units,0,v54531232,1.1.6.23,7351,,,,0
2013,Canada,2016A000011124,Average expenditure per household,65 years and over,Transportation,Dollars,81,units,0,v54531232,1.1.6.23,7840,,,,0
2014,Canada,2016A000011124,Average expenditure per household,65 years and over,Transportation,Dollars,81,units,0,v54531232,1.1.6.23,7258,,,,0
2015,Canada,2016A000011124,Average expenditure per household,65 years and over,Transportation,Dollars,81,units,0,v54531232,1.1.6.23,7443,,,,0
2016,Canada,2016A000011124,Average expenditure per household,65 years and over,Transportation,Dollars,81,units,0,v54531232,1.1.6.23,7830,,,,0
2017,Canada,2016A000011124,Average expenditure per household,65 years and over,Transportation,Dollars,81,units,0,v54531232,1.1.6.23,7992,,,,0
2019,Canada,2016A000011124,Average expenditure per household,65 years and over,Transportation,Dollars,81,units,0,v54531232,1.1.6.23,7803,,,,0
2010,Canada,2016A000011124,Average expenditure per household,65 years and over,Health care,Dollars,81,units,0,v54531235,1.1.6.26,2635,,,,0
2011,Canada,2016A000011124,Average expenditure per household,65 years and over,Health care,Dollars,81,units,0,v54531235,1.1.6.26,2564,,,,0
2012,Canada,2016A000011124,Average expenditure per household,65 years and over,Health care,Dollars,81,units,0,v54531235,1.1.6.26,2508,,,,0
2013,Canada,2016A000011124,Average expenditure per household,65 years and over,Health care,Dollars,81,units,0,v54531235,1.1.6.26,3491,,,,0
2014,Canada,2016A000011124,Average expenditure per household,65 years and over,Health care,Dollars,81,units,0,v54531235,1.1.6.26,2431,,,,0
2015,Canada,2016A000011124,Average expenditure per household,65 years and over,Health care,Dollars,81,units,0,v54531235,1.1.6.26,2558,,,,0
2016,Canada,2016A000011124,Average expenditure per household,65 years and over,Health care,Dollars,81,units,0,v54531235,1.1.6.26,2783,,,,0
2017,Canada,2016A000011124,Average expenditure per household,65 years and over,Health care,Dollars,81,units,0,v54531235,1.1.6.26,2970,,,,0
2019,Canada,2016A000011124,Average expenditure per household,65 years and over,Health care,Dollars,81,units,0,v54531235,1.1.6.26,3160,,,,0
2010,Canada,2016A000011124,Average expenditure per household,65 years and over,Personal care,Dollars,81,units,0,v54531238,1.1.6.29,697,,,,0
2011,Canada,2016A000011124,Average expenditure per household,65 years and over,Personal care,Dollars,81,units,0,v54531238,1.1.6.29,900,,,,0
2012,Canada,2016A000011124,Average expenditure per household,65 years and over,Personal care,Dollars,81,units,0,v54531238,1.1.6.29,826,,,,0
2013,Canada,2016A000011124,Average expenditure per household,65 years and over,Personal care,Dollars,81,units,0,v54531238,1.1.6.29,903,,,,0
2014,Canada,2016A000011124,Average expenditure per household,65 years and over,Personal care,Dollars,81,units,0,v54531238,1.1.6.29,940,,,,0
2015,Canada,2016A000011124,Average expenditure per household,65 years and over,Personal care,Dollars,81,units,0,v54531238,1.1.6.29,958,,,,0
2016,Canada,2016A000011124,Average expenditure per household,65 years and over,Personal care,Dollars,81,units,0,v54531238,1.1.6.29,987,,,,0
2017,Canada,2016A000011124,Average expenditure per household,65 years and over,Personal care,Dollars,81,units,0,v54531238,1.1.6.29,973,,,,0
2019,Canada,2016A000011124,Average expenditure per household,65 years and over,Personal care,Dollars,81,units,0,v54531238,1.1.6.29,1060,,,,0
2010,Canada,2016A000011124,Average expenditure per household,65 years and over,Recreation,Dollars,81,units,0,v54531239,1.1.6.30,2077,,,,0
2011,Canada,2016A000011124,Average expenditure per household,65 years and over,Recreation,Dollars,81,units,0,v54531239,1.1.6.30,2401,,,,0
2012,Canada,2016A000011124,Average expenditure per household,65 years and over,Recreation,Dollars,81,units,0,v54531239,1.1.6.30,2508,,,,0
2013,Canada,2016A000011124,Average expenditure per household,65 years and over,Recreation,Dollars,81,units,0,v54531239,1.1.6.30,2659,,,,0
2014,Canada,2016A000011124,Average expenditure per household,65 years and over,Recreation,Dollars,81,units,0,v54531239,1.1.6.30,2672,,,,0
2015,Canada,2016A000011124,Average expenditure per household,65 years and over,Recreation,Dollars,81,units,0,v54531239,1.1.6.30,2748,,,,0
2016,Canada,2016A000011124,Average expenditure per household,65 years and over,Recreation,Dollars,81,units,0,v54531239,1.1.6.30,2965,,,,0
